0	0	0
-0.102844	-0.0321584162302315	-0.0323803175433568
-0.200546	-0.122304296353832	-0.123253098235701
-0.30339	-0.279997000470757	-0.282183506317686
-0.401092	-0.489576375926845	-0.493279119122796
-0.503936	-0.773271403857507	-0.778759617743411
-0.6067803	-1.1218873570906	-1.12913865069136
-0.69934	-1.49136900121812	-1.49996666676001
-0.802184	-1.96411513490602	-1.97364992885118
-0.899886	-2.47419801133219	-2.48376136506267
-1.00273	-3.07569481874816	-3.08399471769247
-1.100432	-3.70886295859236	-3.71432898601673
-1.203276	-4.4408111514058	-4.44111242918516
-1.300978	-5.19881968875416	-5.1916695296222
-1.403822	-6.03101190726738	-6.04500306332925
-1.501524	-6.95404933858663	-6.91578299587905

