0	0	0
-0.102844	-0.043606246355921	-0.0428639730304354
-0.200546	-0.165913264034316	-0.163133281340166
-0.308532	-0.393090242985636	-0.386237938209987
-0.401092	-0.665073490003124	-0.65283354326867
-0.503936	-1.05142347258516	-1.03063767518162
-0.60678	-1.52689890819602	-1.49432381346747
-0.69934	-2.03147147921845	-1.98507272446808
-0.802184	-2.67767387279309	-2.61193500889067
-0.899886	-3.37528401752934	-3.28700384872032
-1.00273	-4.19794408744201	-4.08133621258418
-1.100432	-5.06353828241117	-4.91550195356091
-1.203276	-6.06331182271242	-5.87730439686602
-1.300978	-7.09741524793208	-6.87056703898983
-1.403822	-8.27485464978963	-7.9998395617362
-1.501524	-9.47803602321073	-9.15219910500709

