0	0	0
-0.102844	-0.0365884299390018	-0.037396403933208
-0.200546	-0.12882686580997	-0.131047122053182
-0.30339	-0.286666511441581	-0.290809721094966
-0.401092	-0.494711164617911	-0.500708562532758
-0.503936	-0.775546276010573	-0.782837356683096
-0.601638	-1.10211556404829	-1.1089843214387
-0.69934	-1.48843017173931	-1.49176504674998
-0.802184	-1.96176407125313	-1.95587439877103
-0.899886	-2.47669873794075	-2.45490324740012
-1.00273	-3.08829096949194	-3.04137879452973
-1.079863	-3.59360369015485	-3.52241634485429
-1.182708	-4.32898051757365	-4.21871467403913
-1.285552	-5.13432054035366	-4.97775837028663
-1.388396	-6.00927545223385	-5.79955389888055
-1.49124	-6.95360851415899	-6.6841012598209

