0	0	0
-0.102844	-0.02311879	-0.0238188539899085
-0.200546	-0.08791455	-0.0905123120282099
-0.30339	-0.200123909	-0.207100450699485
-0.401092	-0.35180241	-0.361924909592858
-0.503936	-0.55552589	-0.571282332945493
-0.601638	-0.79211257	-0.81423779269393
-0.69934	-1.07073811	-1.10012891331589
-0.802184	-1.40956885	-1.44745096133143
-0.899886	-1.77484362	-1.82147308280845
-1.00273	-2.2051672	-2.26156441550535
-1.100432	-2.65766262	-2.72371753783744
-1.203276	-3.18013212	-3.25657815521571
-1.300978	-3.72050127	-3.80686227840287
-1.403822	-4.33584595	-4.43249218046249
-1.501524	-4.96480721	-5.07090730450472

