0	0	0
-0.102844	-0.032144810538739	-0.030376432332119
-0.200546	-0.109501339262351	-0.106402850130479
-0.30339	-0.240186742506921	-0.23608170657554
-0.401092	-0.411109622684307	-0.40644562039391
-0.503936	-0.640240379027091	-0.635426900951913
-0.601638	-0.904645255301148	-0.900128310790294
-0.69934	-1.21456933848094	-1.210789061808
-0.802184	-1.58996401680633	-1.58745092131963
-0.899886	-1.99329390411731	-1.99244916835735
-1.00273	-2.46701420540921	-2.46841345198192
-1.100432	-2.96377438725904	-2.96774919503966
-1.203276	-3.53589650336653	-3.54301590277718
-1.300978	-4.1262067098869	-4.13668914185492
-1.403822	-4.79690479347482	-4.81125827370538
-1.501524	-5.48098815791309	-5.49926900880314

